Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amount (EUR),Warehouse,Order Status,Lead Time (Days),Carrier
2829,25,Female,Track Jacket,Accessories,Hanover,L,Lavender,Fall,2.6,No,DHL Express,No,No,33,Apple Pay,Quarterly,76.36,Hamburg DC,In Transit,4,DHL
2830,56,Female,Stan Smith Sneakers,Accessories,Bremen,XL,Teal,Fall,3.4,No,Hermes Standard,No,No,47,SEPA Direct Debit,Weekly,61.64,Leipzig DC,Processing,2,Hermes
2831,63,Female,Backpack,Clothing,Herzogenaurach,L,Cyan,Spring,2.9,No,Hermes Standard,No,No,13,Klarna,Every 3 Months,82.8,Leipzig DC,Delivered,6,Hermes
2832,34,Female,Training Shorts,Clothing,Hamburg,L,Pink,Winter,5.0,No,DPD Classic,No,No,4,Mastercard,Weekly,48.76,Herzogenaurach DC,Returned,3,DPD
2833,29,Female,Sports Socks,Accessories,Frankfurt,M,Magenta,Summer,4.6,No,DHL Standard,No,No,40,Mastercard,Quarterly,34.04,Herzogenaurach DC,Returned,5,DHL
2834,43,Female,Track Jacket,Clothing,Hanover,M,Teal,Fall,3.3,No,Hermes Standard,No,No,19,PayPal,Monthly,51.52,Hamburg DC,Returned,7,Hermes
2835,39,Female,Sports Socks,Outerwear,Stuttgart,M,Indigo,Fall,2.9,No,DHL Standard,No,No,17,SEPA Direct Debit,Weekly,39.56,Hamburg DC,Processing,6,DHL
2836,33,Female,Hoodie,Clothing,Herzogenaurach,S,Pink,Winter,4.9,No,Store Pickup,No,No,7,Visa,Annually,77.28,Herzogenaurach DC,In Transit,4,Store
2837,51,Female,Adilette Slides,Clothing,Dusseldorf,M,Charcoal,Winter,5.0,No,Store Pickup,No,No,21,Visa,Bi-Weekly,46.0,Leipzig DC,Returned,5,Store
2838,65,Female,Sports Socks,Footwear,Cologne,M,Brown,Summer,4.5,No,Store Pickup,No,No,44,Google Pay,Weekly,80.96,Leipzig DC,Returned,4,Store
2839,51,Female,Adilette Slides,Outerwear,Dresden,M,Blue,Fall,3.7,No,DHL Standard,No,No,2,PayPal,Weekly,46.0,Herzogenaurach DC,In Transit,6,DHL
2840,70,Female,Adilette Slides,Accessories,Herzogenaurach,L,Teal,Summer,2.8,No,GLS Parcel,No,No,30,PayPal,Monthly,73.6,Leipzig DC,In Transit,7,GLS
2841,40,Female,Hoodie,Clothing,Erlangen,L,Pink,Spring,3.5,No,Store Pickup,No,No,41,PayPal,Annually,43.24,Herzogenaurach DC,Processing,4,Store
2842,19,Female,Stan Smith Sneakers,Clothing,Augsburg,XL,Magenta,Winter,3.0,No,DHL Express,No,No,31,Visa,Weekly,30.36,Nuremberg DC,In Transit,6,DHL
2843,28,Female,Hoodie,Outerwear,Bremen,L,Green,Fall,4.3,No,Store Pickup,No,No,48,Apple Pay,Quarterly,92.0,Herzogenaurach DC,Delivered,3,Store
2844,51,Female,Track Jacket,Clothing,Herzogenaurach,M,White,Summer,3.6,No,DHL Standard,No,No,41,Google Pay,Weekly,23.92,Herzogenaurach DC,Processing,4,DHL
2845,32,Female,Ultraboost Shoes,Accessories,Augsburg,M,Indigo,Summer,4.4,No,DPD Classic,No,No,42,Google Pay,Annually,72.68,Hamburg DC,Processing,2,DPD
2846,26,Female,Adilette Slides,Accessories,Frankfurt,L,Lavender,Summer,4.1,No,Hermes Standard,No,No,39,Mastercard,Every 3 Months,70.84,Leipzig DC,Processing,2,Hermes
2847,50,Female,Sports Socks,Clothing,Erlangen,XL,Black,Fall,2.8,No,DPD Classic,No,No,15,Klarna,Bi-Weekly,33.12,Herzogenaurach DC,In Transit,2,DPD
2848,68,Female,Hoodie,Accessories,Frankfurt,L,Charcoal,Winter,2.8,No,GLS Parcel,No,No,3,Klarna,Every 3 Months,19.32,Herzogenaurach DC,Delivered,3,GLS
2849,33,Female,Sports Socks,Footwear,Frankfurt,L,Gray,Fall,4.9,No,Store Pickup,No,No,28,Klarna,Quarterly,66.24,Hamburg DC,Delivered,6,Store
2850,56,Female,Stan Smith Sneakers,Outerwear,Dusseldorf,M,Gold,Spring,4.1,No,GLS Parcel,No,No,27,Apple Pay,Bi-Weekly,23.0,Hamburg DC,Delivered,7,GLS
2851,57,Female,Hoodie,Clothing,Munich,M,Silver,Spring,3.0,No,DHL Express,No,No,36,Apple Pay,Annually,72.68,Hamburg DC,Delivered,7,DHL
2852,58,Female,Running T-Shirt,Clothing,Stuttgart,L,Teal,Summer,3.0,No,GLS Parcel,No,No,42,Mastercard,Monthly,67.16,Nuremberg DC,Processing,3,GLS
2853,40,Female,Sports Socks,Accessories,Herzogenaurach,M,Magenta,Spring,3.0,No,DPD Classic,No,No,30,Klarna,Weekly,65.32,Nuremberg DC,Returned,2,DPD
2854,37,Female,Adilette Slides,Accessories,Hanover,M,Magenta,Winter,3.2,No,DHL Standard,No,No,9,SEPA Direct Debit,Weekly,44.16,Leipzig DC,Processing,5,DHL
2855,36,Female,Backpack,Footwear,Hamburg,M,Beige,Fall,2.7,No,DHL Express,No,No,25,Google Pay,Monthly,25.76,Leipzig DC,Processing,2,DHL
2856,29,Female,Training Shorts,Footwear,Dusseldorf,S,Maroon,Winter,3.8,No,Store Pickup,No,No,33,Klarna,Quarterly,87.4,Nuremberg DC,Returned,1,Store
2857,65,Female,Running T-Shirt,Outerwear,Dusseldorf,M,Indigo,Winter,3.5,No,Hermes Standard,No,No,31,SEPA Direct Debit,Monthly,44.16,Leipzig DC,Delivered,7,Hermes
2858,44,Female,Football Jersey,Clothing,Stuttgart,S,Maroon,Spring,3.8,No,DPD Classic,No,No,35,Apple Pay,Monthly,85.56,Hamburg DC,Returned,2,DPD
2859,34,Female,Training Shorts,Clothing,Cologne,L,Teal,Summer,3.8,No,GLS Parcel,No,No,46,Klarna,Monthly,80.04,Leipzig DC,Returned,1,GLS
2860,31,Female,Track Jacket,Clothing,Frankfurt,L,Yellow,Fall,3.4,No,DHL Standard,No,No,29,Google Pay,Annually,29.44,Nuremberg DC,Delivered,3,DHL
2861,28,Female,Football Jersey,Clothing,Herzogenaurach,M,Gold,Spring,2.9,No,Hermes Standard,No,No,49,PayPal,Weekly,34.96,Herzogenaurach DC,Returned,3,Hermes
2862,66,Female,Track Jacket,Outerwear,Hamburg,M,Teal,Fall,3.4,No,DHL Standard,No,No,27,Apple Pay,Monthly,49.68,Leipzig DC,Returned,3,DHL
2863,68,Female,Stan Smith Sneakers,Outerwear,Berlin,S,Violet,Summer,4.7,No,DHL Standard,No,No,5,Visa,Every 3 Months,69.0,Hamburg DC,Delivered,5,DHL
2864,37,Female,Track Jacket,Clothing,Erlangen,M,Yellow,Fall,3.9,No,DHL Standard,No,No,18,PayPal,Monthly,51.52,Herzogenaurach DC,Processing,2,DHL
2865,58,Female,Backpack,Clothing,Hamburg,S,Maroon,Fall,3.6,No,DHL Express,No,No,31,PayPal,Weekly,39.56,Hamburg DC,Delivered,3,DHL
2866,28,Female,Sports Socks,Clothing,Bremen,M,Silver,Fall,3.7,No,DPD Classic,No,No,27,PayPal,Fortnightly,89.24,Nuremberg DC,Returned,6,DPD
2867,54,Female,Running T-Shirt,Clothing,Erlangen,S,Violet,Summer,3.1,No,DHL Standard,No,No,19,SEPA Direct Debit,Annually,69.0,Leipzig DC,Returned,5,DHL
2868,21,Female,Training Shorts,Footwear,Dusseldorf,L,White,Summer,4.9,No,DHL Express,No,No,33,SEPA Direct Debit,Fortnightly,50.6,Leipzig DC,Delivered,5,DHL
2869,45,Female,Ultraboost Shoes,Accessories,Dusseldorf,M,Black,Winter,2.6,No,DPD Classic,No,No,42,SEPA Direct Debit,Every 3 Months,45.08,Leipzig DC,Processing,7,DPD
2870,57,Female,Hoodie,Clothing,Dresden,M,White,Summer,4.2,No,DPD Classic,No,No,16,Visa,Weekly,53.36,Hamburg DC,Returned,6,DPD
2871,47,Female,Adilette Slides,Accessories,Munich,M,Blue,Winter,4.8,No,DHL Standard,No,No,49,PayPal,Every 3 Months,31.28,Hamburg DC,Returned,7,DHL
2872,46,Female,Gym Bag,Clothing,Herzogenaurach,S,Black,Summer,2.7,No,DPD Classic,No,No,40,PayPal,Bi-Weekly,39.56,Nuremberg DC,Processing,3,DPD
2873,63,Female,Football Jersey,Accessories,Erlangen,L,Olive,Fall,2.6,No,GLS Parcel,No,No,5,PayPal,Annually,44.16,Nuremberg DC,In Transit,4,GLS
2874,44,Female,Hoodie,Clothing,Augsburg,M,Teal,Spring,2.6,No,DPD Classic,No,No,8,Mastercard,Monthly,36.8,Hamburg DC,Processing,5,DPD
2875,36,Female,Football Jersey,Clothing,Frankfurt,L,Silver,Summer,3.1,No,DPD Classic,No,No,2,Google Pay,Annually,26.68,Nuremberg DC,Returned,3,DPD
2876,24,Female,Backpack,Clothing,Frankfurt,M,Pink,Fall,2.6,No,DHL Express,No,No,14,PayPal,Weekly,74.52,Leipzig DC,Processing,5,DHL
2877,65,Female,Tiro Pants,Clothing,Leipzig,M,Charcoal,Spring,3.4,No,Hermes Standard,No,No,5,Apple Pay,Fortnightly,77.28,Nuremberg DC,Delivered,5,Hermes
2878,32,Female,Sports Socks,Clothing,Frankfurt,M,Silver,Summer,3.6,No,DHL Standard,No,No,34,Apple Pay,Monthly,42.32,Nuremberg DC,In Transit,6,DHL
2879,63,Female,Hoodie,Clothing,Augsburg,L,Turquoise,Summer,4.3,No,DPD Classic,No,No,13,Apple Pay,Annually,79.12,Nuremberg DC,Processing,4,DPD
2880,62,Female,Sports Socks,Clothing,Dresden,XL,Turquoise,Winter,4.9,No,DPD Classic,No,No,31,Apple Pay,Annually,52.44,Hamburg DC,Delivered,1,DPD
2881,19,Female,Sports Socks,Clothing,Augsburg,L,Beige,Winter,4.8,No,Store Pickup,No,No,43,PayPal,Quarterly,56.12,Herzogenaurach DC,Delivered,1,Store
2882,38,Female,Hoodie,Accessories,Cologne,M,Cyan,Winter,4.2,No,DHL Express,No,No,6,Apple Pay,Annually,82.8,Herzogenaurach DC,Delivered,5,DHL
2883,59,Female,Backpack,Clothing,Dresden,L,Gold,Winter,2.6,No,GLS Parcel,No,No,23,Apple Pay,Bi-Weekly,46.92,Hamburg DC,Processing,6,GLS
2884,22,Female,Stan Smith Sneakers,Clothing,Herzogenaurach,XL,Silver,Spring,3.2,No,DHL Express,No,No,10,Apple Pay,Weekly,44.16,Nuremberg DC,Returned,6,DHL
2885,55,Female,Football Jersey,Footwear,Frankfurt,M,Purple,Summer,3.4,No,DHL Express,No,No,47,Klarna,Every 3 Months,46.0,Leipzig DC,In Transit,1,DHL
2886,29,Female,Track Jacket,Accessories,Dusseldorf,M,Yellow,Summer,3.5,No,Hermes Standard,No,No,14,Apple Pay,Bi-Weekly,75.44,Herzogenaurach DC,Returned,2,Hermes
2887,42,Female,Tiro Pants,Accessories,Erlangen,L,Blue,Spring,4.2,No,Hermes Standard,No,No,29,SEPA Direct Debit,Weekly,30.36,Herzogenaurach DC,Processing,3,Hermes
2888,23,Female,Ultraboost Shoes,Footwear,Frankfurt,L,Blue,Winter,2.8,No,Store Pickup,No,No,12,Klarna,Bi-Weekly,25.76,Nuremberg DC,Delivered,4,Store
2889,70,Female,Gym Bag,Clothing,Herzogenaurach,L,Green,Spring,5.0,No,DHL Standard,No,No,25,Visa,Quarterly,38.64,Herzogenaurach DC,Delivered,1,DHL
2890,64,Female,Ultraboost Shoes,Accessories,Frankfurt,M,Charcoal,Fall,3.3,No,GLS Parcel,No,No,21,Apple Pay,Annually,39.56,Hamburg DC,In Transit,6,GLS
2891,39,Female,Sports Socks,Clothing,Berlin,M,Violet,Winter,3.7,No,DPD Classic,No,No,23,Visa,Monthly,50.6,Herzogenaurach DC,Processing,4,DPD
2892,47,Female,Training Shorts,Clothing,Herzogenaurach,XL,Black,Winter,2.5,No,GLS Parcel,No,No,10,Apple Pay,Monthly,67.16,Nuremberg DC,Processing,5,GLS
2893,22,Female,Football Jersey,Clothing,Hanover,M,Teal,Spring,3.2,No,GLS Parcel,No,No,47,Visa,Monthly,35.88,Nuremberg DC,Delivered,7,GLS
2894,69,Female,Gym Bag,Accessories,Nuremberg,S,Orange,Spring,3.1,No,Store Pickup,No,No,44,Mastercard,Every 3 Months,18.4,Herzogenaurach DC,Processing,6,Store
2895,35,Female,Track Jacket,Accessories,Dresden,S,Brown,Spring,3.5,No,Hermes Standard,No,No,41,Apple Pay,Annually,29.44,Nuremberg DC,Returned,4,Hermes
2896,56,Female,Football Jersey,Clothing,Dusseldorf,L,Green,Summer,4.6,No,GLS Parcel,No,No,29,Mastercard,Monthly,79.12,Leipzig DC,Returned,6,GLS
2897,30,Female,Ultraboost Shoes,Clothing,Nuremberg,M,Silver,Summer,3.3,No,DPD Classic,No,No,2,Mastercard,Every 3 Months,83.72,Leipzig DC,In Transit,6,DPD
2898,43,Female,Track Jacket,Outerwear,Dusseldorf,L,Violet,Fall,2.5,No,DHL Express,No,No,2,Google Pay,Fortnightly,54.28,Nuremberg DC,Returned,7,DHL
2899,23,Female,Football Jersey,Footwear,Munich,XL,Peach,Summer,4.6,No,DPD Classic,No,No,29,PayPal,Annually,30.36,Herzogenaurach DC,Delivered,1,DPD
2900,50,Female,Backpack,Footwear,Berlin,M,Gold,Spring,4.2,No,Store Pickup,No,No,22,Mastercard,Fortnightly,58.88,Herzogenaurach DC,Delivered,1,Store
2901,41,Female,Stan Smith Sneakers,Clothing,Herzogenaurach,XL,Violet,Winter,4.0,No,Hermes Standard,No,No,23,Mastercard,Bi-Weekly,61.64,Leipzig DC,In Transit,3,Hermes
2902,41,Female,Adilette Slides,Clothing,Berlin,L,Olive,Winter,2.6,No,GLS Parcel,No,No,46,PayPal,Quarterly,39.56,Nuremberg DC,In Transit,5,GLS
2903,27,Female,Sports Socks,Footwear,Munich,S,Orange,Spring,4.6,No,DHL Express,No,No,19,PayPal,Bi-Weekly,29.44,Herzogenaurach DC,In Transit,6,DHL
2904,38,Female,Adilette Slides,Accessories,Hamburg,S,Teal,Spring,3.5,No,DHL Express,No,No,24,SEPA Direct Debit,Every 3 Months,35.88,Herzogenaurach DC,Delivered,1,DHL
2905,41,Female,Football Jersey,Footwear,Hanover,M,Gray,Spring,4.0,No,DHL Standard,No,No,43,Google Pay,Monthly,37.72,Hamburg DC,In Transit,7,DHL
2906,58,Female,Running T-Shirt,Accessories,Nuremberg,L,Black,Winter,4.8,No,DPD Classic,No,No,14,Visa,Fortnightly,48.76,Hamburg DC,Processing,3,DPD
2907,58,Female,Backpack,Outerwear,Stuttgart,M,Indigo,Spring,3.9,No,DPD Classic,No,No,7,Mastercard,Annually,24.84,Hamburg DC,Delivered,2,DPD
2908,19,Female,Stan Smith Sneakers,Accessories,Dresden,XL,Lavender,Summer,3.7,No,DHL Standard,No,No,50,Mastercard,Bi-Weekly,75.44,Leipzig DC,In Transit,1,DHL
2909,43,Female,Running T-Shirt,Clothing,Frankfurt,M,Beige,Winter,3.1,No,Hermes Standard,No,No,15,PayPal,Every 3 Months,80.04,Leipzig DC,In Transit,6,Hermes
2910,27,Female,Training Shorts,Accessories,Bremen,M,Indigo,Winter,3.0,No,DHL Express,No,No,40,Visa,Every 3 Months,71.76,Herzogenaurach DC,Delivered,7,DHL
2911,32,Female,Training Shorts,Accessories,Erlangen,M,Blue,Summer,2.9,No,DHL Express,No,No,41,Google Pay,Monthly,29.44,Nuremberg DC,In Transit,1,DHL
2912,28,Female,Adilette Slides,Clothing,Erlangen,XL,Orange,Fall,2.9,No,Hermes Standard,No,No,34,Mastercard,Quarterly,34.96,Nuremberg DC,Delivered,2,Hermes
2913,48,Female,Track Jacket,Footwear,Erlangen,M,Yellow,Winter,4.0,No,Store Pickup,No,No,27,SEPA Direct Debit,Bi-Weekly,34.04,Nuremberg DC,Returned,4,Store
2914,43,Female,Hoodie,Outerwear,Herzogenaurach,L,Cyan,Winter,3.5,No,DHL Standard,No,No,12,PayPal,Every 3 Months,76.36,Nuremberg DC,In Transit,5,DHL
2915,45,Female,Tiro Pants,Clothing,Herzogenaurach,M,Yellow,Fall,3.8,No,DHL Standard,No,No,1,Klarna,Bi-Weekly,66.24,Hamburg DC,Delivered,1,DHL
2916,26,Female,Track Jacket,Clothing,Munich,M,Cyan,Fall,4.5,No,Hermes Standard,No,No,39,Klarna,Bi-Weekly,27.6,Herzogenaurach DC,Delivered,7,Hermes
2917,62,Female,Football Jersey,Clothing,Munich,M,Green,Winter,2.7,No,DHL Express,No,No,13,PayPal,Bi-Weekly,60.72,Herzogenaurach DC,Delivered,6,DHL
2918,58,Female,Training Shorts,Clothing,Erlangen,XL,White,Winter,2.9,No,Store Pickup,No,No,50,Visa,Annually,41.4,Hamburg DC,Delivered,1,Store
2919,19,Female,Hoodie,Accessories,Hanover,S,Black,Fall,4.9,No,Hermes Standard,No,No,36,Visa,Weekly,67.16,Hamburg DC,Delivered,7,Hermes
2920,64,Female,Adilette Slides,Footwear,Cologne,L,Charcoal,Winter,3.8,No,DPD Classic,No,No,31,Google Pay,Monthly,61.64,Nuremberg DC,In Transit,2,DPD
2921,33,Female,Adilette Slides,Accessories,Bremen,XL,Brown,Spring,4.9,No,DHL Express,No,No,3,Klarna,Bi-Weekly,66.24,Hamburg DC,Delivered,3,DHL
2922,20,Female,Adilette Slides,Accessories,Cologne,M,Cyan,Fall,4.6,No,DHL Express,No,No,11,PayPal,Fortnightly,22.08,Leipzig DC,Delivered,4,DHL
2923,45,Female,Track Jacket,Accessories,Stuttgart,L,Beige,Winter,3.5,No,Store Pickup,No,No,16,Visa,Quarterly,62.56,Hamburg DC,Processing,1,Store
2924,28,Female,Football Jersey,Clothing,Hanover,M,Magenta,Spring,4.2,No,DHL Express,No,No,12,Klarna,Quarterly,64.4,Herzogenaurach DC,Delivered,7,DHL
2925,47,Female,Sports Socks,Clothing,Herzogenaurach,L,Indigo,Winter,3.7,No,Hermes Standard,No,No,37,SEPA Direct Debit,Every 3 Months,58.88,Herzogenaurach DC,In Transit,5,Hermes
2926,54,Female,Track Jacket,Clothing,Erlangen,M,Maroon,Spring,2.8,No,Hermes Standard,No,No,43,Mastercard,Every 3 Months,83.72,Nuremberg DC,Processing,1,Hermes
2927,64,Female,Track Jacket,Accessories,Hanover,M,Gray,Winter,4.8,No,DPD Classic,No,No,9,Klarna,Weekly,75.44,Leipzig DC,Returned,4,DPD
2928,45,Female,Track Jacket,Clothing,Frankfurt,M,Black,Summer,2.7,No,DHL Standard,No,No,15,SEPA Direct Debit,Bi-Weekly,22.08,Hamburg DC,Processing,1,DHL
2929,40,Female,Ultraboost Shoes,Accessories,Erlangen,L,Yellow,Spring,3.6,No,Store Pickup,No,No,17,Apple Pay,Weekly,73.6,Herzogenaurach DC,Delivered,5,Store
2930,31,Female,Running T-Shirt,Clothing,Dresden,XL,White,Winter,4.5,No,DHL Express,No,No,42,Klarna,Fortnightly,48.76,Herzogenaurach DC,Delivered,7,DHL
2931,38,Female,Gym Bag,Clothing,Dusseldorf,M,Orange,Spring,4.0,No,GLS Parcel,No,No,14,Google Pay,Monthly,46.0,Nuremberg DC,Delivered,6,GLS
2932,36,Female,Hoodie,Accessories,Nuremberg,M,Magenta,Fall,4.5,No,Hermes Standard,No,No,49,Mastercard,Bi-Weekly,28.52,Nuremberg DC,Delivered,6,Hermes
2933,65,Female,Hoodie,Accessories,Augsburg,L,Black,Spring,3.9,No,Hermes Standard,No,No,3,Google Pay,Quarterly,80.96,Leipzig DC,Processing,3,Hermes
2934,27,Female,Adilette Slides,Accessories,Dusseldorf,M,Brown,Summer,3.8,No,DHL Standard,No,No,28,Klarna,Monthly,47.84,Herzogenaurach DC,Returned,5,DHL
2935,38,Female,Training Shorts,Accessories,Nuremberg,M,Orange,Fall,4.7,No,GLS Parcel,No,No,41,Apple Pay,Quarterly,20.24,Nuremberg DC,Returned,1,GLS
2936,58,Female,Sports Socks,Footwear,Dusseldorf,XL,Gray,Spring,4.6,No,Store Pickup,No,No,11,Mastercard,Weekly,24.84,Herzogenaurach DC,Processing,2,Store
2937,31,Female,Stan Smith Sneakers,Clothing,Augsburg,M,White,Spring,3.6,No,GLS Parcel,No,No,46,Mastercard,Weekly,31.28,Nuremberg DC,Processing,1,GLS
2938,28,Female,Adilette Slides,Accessories,Cologne,M,White,Spring,4.3,No,DHL Express,No,No,15,Klarna,Weekly,35.88,Hamburg DC,In Transit,6,DHL
2939,28,Female,Sports Socks,Accessories,Frankfurt,M,Violet,Fall,3.0,No,Store Pickup,No,No,15,Mastercard,Monthly,48.76,Nuremberg DC,Processing,7,Store
2940,32,Female,Adilette Slides,Clothing,Hamburg,M,Beige,Winter,4.3,No,GLS Parcel,No,No,34,Klarna,Weekly,42.32,Nuremberg DC,In Transit,7,GLS
2941,61,Female,Tiro Pants,Accessories,Nuremberg,L,Beige,Summer,4.8,No,DHL Standard,No,No,13,SEPA Direct Debit,Monthly,78.2,Hamburg DC,In Transit,5,DHL
2942,38,Female,Track Jacket,Clothing,Leipzig,L,Purple,Spring,3.7,No,DHL Standard,No,No,27,SEPA Direct Debit,Monthly,79.12,Herzogenaurach DC,Delivered,1,DHL
2943,54,Female,Training Shorts,Clothing,Leipzig,M,Brown,Summer,2.6,No,DHL Standard,No,No,37,PayPal,Weekly,57.96,Leipzig DC,Delivered,4,DHL
2944,29,Female,Training Shorts,Clothing,Herzogenaurach,M,Orange,Spring,3.4,No,DHL Standard,No,No,37,Mastercard,Monthly,40.48,Leipzig DC,Delivered,5,DHL
2945,50,Female,Backpack,Footwear,Leipzig,XL,Cyan,Summer,3.9,No,Hermes Standard,No,No,4,Visa,Every 3 Months,87.4,Leipzig DC,Returned,6,Hermes
2946,32,Female,Track Jacket,Accessories,Frankfurt,M,Charcoal,Summer,4.8,No,DHL Standard,No,No,1,Google Pay,Every 3 Months,45.08,Hamburg DC,Returned,7,DHL
2947,38,Female,Gym Bag,Clothing,Bremen,L,Purple,Spring,2.8,No,DPD Classic,No,No,29,Klarna,Quarterly,70.84,Leipzig DC,Returned,3,DPD
2948,52,Female,Ultraboost Shoes,Accessories,Cologne,L,Peach,Spring,4.4,No,DHL Standard,No,No,50,Mastercard,Annually,57.96,Hamburg DC,Returned,1,DHL
2949,61,Female,Backpack,Clothing,Berlin,M,Violet,Winter,3.1,No,DHL Standard,No,No,38,Klarna,Bi-Weekly,76.36,Herzogenaurach DC,Delivered,7,DHL
2950,25,Female,Football Jersey,Accessories,Augsburg,M,Peach,Spring,3.8,No,DHL Express,No,No,15,Apple Pay,Annually,85.56,Herzogenaurach DC,Returned,3,DHL
2951,22,Female,Football Jersey,Clothing,Herzogenaurach,S,Maroon,Winter,4.1,No,Store Pickup,No,No,44,SEPA Direct Debit,Every 3 Months,83.72,Hamburg DC,Processing,1,Store
2952,47,Female,Backpack,Accessories,Berlin,L,Maroon,Fall,4.6,No,GLS Parcel,No,No,14,Google Pay,Weekly,91.08,Nuremberg DC,Processing,7,GLS
2953,50,Female,Backpack,Accessories,Nuremberg,M,Peach,Spring,4.9,No,Store Pickup,No,No,5,Google Pay,Monthly,22.08,Hamburg DC,In Transit,6,Store
2954,45,Female,Ultraboost Shoes,Clothing,Leipzig,M,Silver,Summer,4.8,No,GLS Parcel,No,No,11,Apple Pay,Annually,75.44,Herzogenaurach DC,Returned,7,GLS
2955,33,Female,Backpack,Clothing,Leipzig,M,Indigo,Winter,3.9,No,DPD Classic,No,No,15,Visa,Annually,25.76,Leipzig DC,Delivered,4,DPD
2956,42,Female,Football Jersey,Footwear,Munich,M,Silver,Winter,2.6,No,DPD Classic,No,No,46,Mastercard,Annually,61.64,Nuremberg DC,In Transit,6,DPD
2957,52,Female,Hoodie,Clothing,Berlin,M,Olive,Fall,3.7,No,DHL Express,No,No,30,SEPA Direct Debit,Monthly,80.96,Nuremberg DC,Processing,4,DHL
2958,69,Female,Backpack,Accessories,Hamburg,S,Gray,Fall,4.7,No,DPD Classic,No,No,2,Apple Pay,Annually,64.4,Nuremberg DC,Processing,1,DPD
2959,55,Female,Adilette Slides,Clothing,Cologne,M,Black,Summer,4.5,No,DHL Standard,No,No,28,Klarna,Monthly,92.0,Nuremberg DC,Returned,6,DHL
2960,38,Female,Tiro Pants,Accessories,Cologne,L,Maroon,Summer,4.7,No,Hermes Standard,No,No,9,Klarna,Quarterly,25.76,Herzogenaurach DC,In Transit,7,Hermes
2961,57,Female,Sports Socks,Outerwear,Dusseldorf,S,Olive,Spring,3.6,No,Store Pickup,No,No,47,Apple Pay,Weekly,44.16,Hamburg DC,Delivered,6,Store
2962,33,Female,Track Jacket,Clothing,Hanover,S,Gold,Fall,2.8,No,DPD Classic,No,No,21,Klarna,Bi-Weekly,39.56,Leipzig DC,Delivered,2,DPD
2963,57,Female,Tiro Pants,Clothing,Dusseldorf,L,Pink,Fall,4.0,No,DPD Classic,No,No,42,Apple Pay,Every 3 Months,36.8,Leipzig DC,Returned,5,DPD
2964,52,Female,Ultraboost Shoes,Footwear,Nuremberg,M,Brown,Spring,3.6,No,Hermes Standard,No,No,28,Apple Pay,Weekly,89.24,Herzogenaurach DC,Delivered,7,Hermes
2965,44,Female,Hoodie,Outerwear,Erlangen,S,White,Fall,3.8,No,DHL Express,No,No,13,PayPal,Fortnightly,23.0,Leipzig DC,Processing,3,DHL
2966,48,Female,Tiro Pants,Accessories,Hamburg,M,Blue,Summer,4.4,No,Hermes Standard,No,No,25,Visa,Fortnightly,41.4,Herzogenaurach DC,Processing,4,Hermes
2967,52,Female,Hoodie,Footwear,Dresden,L,Orange,Fall,2.8,No,Hermes Standard,No,No,38,Google Pay,Every 3 Months,45.08,Herzogenaurach DC,Delivered,2,Hermes
2968,34,Female,Ultraboost Shoes,Footwear,Stuttgart,L,Silver,Summer,3.4,No,Store Pickup,No,No,40,PayPal,Annually,33.12,Leipzig DC,Processing,5,Store
2969,26,Female,Gym Bag,Clothing,Hanover,S,Gray,Fall,4.9,No,DHL Standard,No,No,25,Mastercard,Every 3 Months,44.16,Herzogenaurach DC,Delivered,1,DHL
2970,36,Female,Stan Smith Sneakers,Accessories,Berlin,S,Blue,Fall,4.3,No,GLS Parcel,No,No,20,Mastercard,Every 3 Months,57.04,Nuremberg DC,Delivered,3,GLS
2971,24,Female,Stan Smith Sneakers,Accessories,Erlangen,M,White,Winter,3.4,No,DHL Express,No,No,44,Klarna,Bi-Weekly,68.08,Nuremberg DC,Returned,3,DHL
2972,30,Female,Track Jacket,Accessories,Stuttgart,L,Yellow,Fall,3.9,No,DPD Classic,No,No,9,Apple Pay,Every 3 Months,92.0,Herzogenaurach DC,In Transit,5,DPD
2973,31,Female,Adilette Slides,Outerwear,Stuttgart,S,Indigo,Fall,4.2,No,Store Pickup,No,No,11,Mastercard,Every 3 Months,35.88,Herzogenaurach DC,Returned,2,Store
2974,25,Female,Running T-Shirt,Footwear,Berlin,M,Blue,Summer,2.7,No,DHL Express,No,No,3,Visa,Fortnightly,59.8,Nuremberg DC,Processing,6,DHL
2975,57,Female,Tiro Pants,Footwear,Berlin,XL,Peach,Summer,4.1,No,DHL Standard,No,No,34,Apple Pay,Weekly,91.08,Hamburg DC,Delivered,1,DHL
2976,61,Female,Hoodie,Accessories,Stuttgart,XL,Lavender,Winter,4.5,No,DHL Express,No,No,48,SEPA Direct Debit,Every 3 Months,62.56,Hamburg DC,Returned,6,DHL
2977,30,Female,Ultraboost Shoes,Outerwear,Cologne,M,Silver,Summer,2.8,No,DPD Classic,No,No,28,PayPal,Fortnightly,89.24,Herzogenaurach DC,Returned,5,DPD
2978,38,Female,Training Shorts,Clothing,Erlangen,L,Gold,Winter,3.4,No,DHL Standard,No,No,20,SEPA Direct Debit,Annually,43.24,Leipzig DC,Returned,7,DHL
